,translation,zh,sim
12221,通过将由一个国际机构来征收今天可能似乎有些牵强税全球的再分配，但发展，我们正在目睹的逻辑 - 特别是民族国家作为主权的轨迹 - 表明，它可能最终成为现实通过。,由一个国际机构通过税收来实行全球性再分配的理念今天看起来似乎是天方夜谭。 但我们所见证的发展逻辑—特别是民族国家作为主权载体的式微—意味着这一理想可能最终成为现实。,1
12222,一个这样的机会是在1990年代早期错过。,我们在1990年代早期错过了一个这样的机会。,1
12223,当俄罗斯遭遇其最严重的危机，援助给予了腐败的叶利钦政权。,当俄罗斯遭遇其最严重的危机时，经济援助却被给予了腐败的叶利钦政权。,1
12224,但是，它应该被直接以现金支付给最需要帮助的俄罗斯：养老金领取者而收入锐减，由于通货膨胀和经济紧缩。,但它本应该以现金的形式直接支付给最需要帮助的俄罗斯人：由于通货膨胀和经济紧缩而收入锐减的退休金一族。,1
12225,一个国际组织可以简单使用的俄罗斯国家现有的基础设施，以现金补助分配给约2000万养老金领取者 - 钱会被更好的针对性和比被赋予了相同数额的财政投入。,一个国际组织本可以通过俄罗斯国家现成的基础设施将现金补助分配给2000万左右靠退休金生活的人—比起交给俄罗斯政府处置，这笔钱本应该被更有的放矢地使用。,1
12226,如果这已经做了，俄罗斯人会怀念在接受国际社会的援助资金，而不是责怪后者将资金腐败的领导人。,如果当时这样做了，俄罗斯人本可以将从国际社会获得现金援助的经历珍藏在记忆之中，而不是责怪后者将资金转给了腐败的领导人。,1
12227,但是，同样的或类似的方法可以在许多国家今天从安哥拉到津巴布韦。,然而，同样或类似的举措本可以在从安哥拉到津巴布韦的许多国家施行。,1
12228,方法很简单，功能强大。,这种举措是简单而有力的。,1
12229,它包括三个步骤：从全球的富人筹钱，不与政府和转移资金以现金穷人打交道。,它包括三个步骤：从全球的富人那里募集资金，不要和政府打交道，并直接以现金的形式将资金分配给穷人。,1
12230,那些谁主张只在私营部门手中留下全球化可能会憎恶的全球代理归属征税的权力的想法。,那些鼓吹仅在私有领域实行全球化的人可能会憎恶将征税的权力赋予一个全球性机构的理念。,1
12231,但他们不能不注意到的过程，他们支持削弱通过渲染贫富差距更加明显，实际的全球分销更值得怀疑的公平属于自己的位置。,但他们不可能没有注意到自己所支持的进程也损害了他们自身的利益—令财富的差距更为明显，并使实际的全球（财富）分配的公平性更值得怀疑。,1
12232,他们最终会意识到，他们的自身利益在于支持某种形式的全球行动来应对贫困和不平等。,他们最终会意识到自身的利益在于支持某种形式的应对全球贫困和不平衡的行动。,1
12233,通胀现实检验,检讨通货膨胀,1
12234,剑桥 - 随着通胀持续飙升无处不在，也许是世界上央行需要一个颠簸从自满唤醒他们。,    剑桥&#45;&#45;随着世界各地的通货膨胀攀升，或许各国的中央银行行长们需要当头棒喝才会从自满中清醒过来。,1
12235,如何保持恶性通货膨胀津巴布韦其双月会议的一个？,是不是可以把他们每两个月一度的会议放在超级通货膨胀的津巴布韦举办？,1
12236,它可能不是很舒服，但它是教育。,这可能不大舒服，但是却有教育意义。,1
12237,据津巴布韦官方统计机构，通货膨胀在2007年突破66000％，这看起来更像是德国魏玛比现代的非洲。,    根据津巴布韦官方统计机构的数据，2007年该国的通货膨胀高达66000%，更有点像是魏玛时期的德国，而不是当今的非洲。,1
12238,虽然没有人是相当肯定的，政府如何设法估计的价格，因为没有几乎没有任何在商店里出售，大多数指标表明津巴布韦确实有在打破世界纪录通货膨胀好球。,尽管没有人确切知道政府如何估计价格，但是鉴于商店里空空如也，大多数指标表明津巴布韦确实很有可能打破通货膨胀的世界纪录。,1
12239,当然，好奇，他们可能是，央行可能会决定在哈拉雷这次会议将是太不方便了，在政治上难吃。,    当然，尽管各国行长们有点好奇，但是他们还是可以认为在津巴布韦哈拉雷举行会议有可能过于不便而且在政治上让人难受。,1
12240,幸运的是，有很多其他不错的 - 尽管不那么引人注目 - 通胀目标。,所幸的是，还有其他许多不错、尽管不是那么引人注目的通货膨胀地点。,1
12241,通货膨胀俄罗斯，越南，阿根廷和委内瑞拉是结结实实的两位数，仅举几种可能性。,仅仅举几个可能的地点，俄国、越南、阿根廷以及委内瑞拉的通货膨胀都是两位数。,1
12242,事实上，除了通货紧缩缠身的日本央行能够满足任何地方，看到高通货膨胀率上升。,    确实，除了受到通货紧缩困扰的日本以外，各国的行长们几乎可以随便在哪里开会都可以发现通货膨胀上升高昂。,1
12243,中国当局因此受到了全国的7％的通胀担忧，他们正在复制印度和食品价格管制。,中国当局对于该国7%的通货膨胀极为担忧，乃至于效仿印度控制食品价格。,1
12244,就连美国的4％，去年有通胀，但美联储莫名其妙地相信大多数人都不会注意到。,即使美国去年的通货膨胀达到4%，美联储不知怎地相信大多数人不会注意。,1
12245,许多央行行长和经济学家认为，今天的全球通货膨胀上升只是暂时的像差，通过价格飞涨对食品，燃料和其他商品推动。,    许多行长和经济学家认为当今全球通货膨胀上升只不过是暂时偏离，食品、燃料以及其他商品价格猛升促发了这一现象。,1
12246,的确，价格让很多主要大宗商品均达到25％至50％，自今年开始。,的确，许多主要商品的价格从年初以来已经上升了25%到50%。,1
12247,但是，如果央行认为目前的通胀仅仅是短期资源稀缺的，而不是宽松的货币政策的产品，他们就错了。,但是如果行长们认为今天的通货膨胀只不过是短期资源馈乏而不是松弛的货币政策的结果，那么他们就错了。,1
12248,事实是，在世界各地，通货膨胀的最 - 并最终通胀预期 - 将继续上升，除非央行开始收紧货币政策。,事实是在全球大多数地区，通货膨胀并且最终是通货膨胀预期将会继续上升，除非各国中央银行开始紧缩其货币政策。,1
12249,美国现在是从零开始的全球通胀。,    美国现在是全球通货膨胀的中心地点。,1
12250,摇摇欲坠的住房价格和内爆信贷市场的恶性组合面前，美联储已大幅削减利率以试图避免经济衰退。,美联储面临着房价崩盘以及信贷市场内爆的双重压力，一直大幅度降息以试图避免经济衰退。,1
12251,但是，即使美联储不其预测承认，这种“保险”的价格几乎肯定会高通胀的道路，也许数年。,但是即使如果美联储并不在其预计中承认，这一“保险单”的代价几乎肯定是将来几年中会有更高的通货膨胀。,1
12252,美国的通货膨胀率将包含但事实上，这么多国家，从中东到亚洲，有效地配合他们的货币与美元。,如果不是如此多、从中东到亚洲的其他国家实际上将它们的货币与美元挂钩，美国的通货膨胀或许会得以控制。,1
12253,其他国家，如俄罗斯和阿根廷，不要随便盯住美元但仍尽量流畅的动作。,其他国家，例如俄国和阿根廷并不实际将其货币与美元联系，但是试图让货币波动平缓。,1
12254,其结果是，每当美联储降低利率，它把对整个“美元集团”压力跟风，以免本国货币升值，因投资者寻求更高的收益率。,结果，无论何时美联储降息都让整个“美元区”国家紧随，要不然它们的货币由于投资者寻求高回报而升值。,1
12255,宽松的美国货币政策也由此设定通货膨胀的速度在显著块 - 可能高达60％ - 全球经济。,    美国松弛的货币政策因此就大幅度确定了全球经济通货膨胀的速度，可能达到60%。,1
12256,但是，与大多数经济体在中东和亚洲比美国形状和通货膨胀强得多已经在大多数新兴市场国家大幅走高，激进的货币刺激是他们现在需要的最后一件事。,但是，中东和亚洲的大多数国家经济要比美国的更为健康，而大多数新兴市场经济国家的通货膨胀已经大幅度上升，激进的货币刺激是它们最不需要的东西。,1
12257,欧洲央行（ECB）保持冷静的时刻，但它也可能是在加息阻碍，部分是出于恐惧推动欧元，已经处于历史最高水平，甚至更高。,    欧洲央行目前保持稳定，但是连它也可能压制提升利率，部分原因是担心已经处于创纪录水平的欧元继续升得更高。,1
12258,和欧洲央行担心，如果美国经济衰退证明的传染性，它可能要转身，并开始削减利率反正。,而且欧洲央行担心，如果美国的衰退波及他国，它或许不得不转变政策，开始降息。,1
12259,那么接下来会发生什么？,    那么接下来会发生什么事情呢？,1
12260,如果从温和衰退陷入深度衰退，美国的提示，全球通货紧缩的影响将抵消一些世界面临的通胀压力。,如果美国的衰退从微弱变成深度，那么全球通货紧缩的影响就会抵销世界面临的某些通货膨胀压力。,1
12261,全球大宗商品价格就会崩溃，而价格让很多商品和服务将停止如此快速上升的失业率和过剩的产能增长。,全球商品价格将会崩盘，而许多商品和服务价格将会随着失业率和剩余生产能力的增长而停止如此快速上升。,1
12262,当然，美国经济衰退也将给美联储进一步降息，这之后会加剧问题。,    当然，美国经济衰退将同时会带来进一步的美联储降息。 这将会在后来加剧问题。,1
12263,但如果美国经济衰退仍然温和，全球经济增长依然稳固通胀压力会更差。,但是如果美国的衰退持续微弱而全球增长保持强劲，那么通货膨胀的压力甚至将会恶化。,1
12264,在这种情况下，通货膨胀率很容易上升到1980年的（如果不是很1970年）的水平在整个世界大部分地区。,在这一情况下，通货膨胀如果不是达到全世界七十年代的水平，也将会轻而易举地达到八十年代的水平。,1
12265,到目前为止，大多数投资者都认为，他们宁愿冒高通胀的一对夫妇的年比接受甚至很短而轻微的衰退。,    直到目前，大多数投资者认为他们宁可冒着几年通货膨胀的风险也不接受短暂而轻微的衰退。,1
12266,但是，他们太容易忘了高通货膨胀，是多么困难挤压出来的系统的成本。,但是他们还轻易地忘记了高通货膨胀的代价以及把通货膨胀挤出经济体系之外的困难。,1
12267,也许他们也应该尝试在津巴布韦举行了几个会议，并得到自身的现实检验。,或许他们也应当在津巴布韦举行一次会议来自己检讨一下。,1
12268,智能反恐战争,一场反恐怖主义的情报战,1
12269,恐怖主义是一个现实的威胁。,恐怖主义是一个现实存在的威胁。,1
12270,在我们的欧洲安全战略，它被认为是面临欧盟的主要战略威胁之一，我们所掌握的打它，我们将使用所有手段，特别是在情报区。,"在我们的""欧洲安全战略""中，恐怖主义被视为欧盟面临的重要战略性威胁之一。 为了抗击恐怖主义，我们正在使用所有能用的方法，特别是在情报邻域。",1
12271,智能的第一个目标是找到恐怖分子，阻止他们行动，并跟踪他们，他们做的后攻。,情报的首要目标是要找到恐怖分子，阻止他们行动，在他们实施袭击后追踪。,1
12272,这是那种最好在国家层面进行行动情报。,这是军事行动上的情报，最好在国家层面上完成。,1
12273,许多逮捕和欧盟成员国情报部门之间的合作，欧洲结果恐怖行动的破坏。,欧洲逮捕的许多恐怖分子以及多次挫败恐怖主义行动就是欧盟成员国情报部门合作的结果。,1
12274,我最近有记者问我，机构之间的合作是否足够，是否应该创建共享业务情报的欧洲机制。,最近有记者问我，机构之间的合作是否足够，欧洲是否应该建立共享军事行动情报的机制。,1
12275,后来那一天，联合行动，导致了欧洲五国同时逮捕。,结果当天就有五个欧洲国家在一次联合行动中同时逮捕了多名恐怖分子。,1
12276,这次行动的成功并非偶然。,这次行动的成功不是偶然。,1
12277,去年，欧盟签署了两项欧洲刑警组织的协定，以及引渡和司法协助协定。,去年，欧盟签署了两项欧洲刑警组织协议，以及一项引渡与司法互助协议。,1
12278,欧洲的安全服务紧密结合在一起的反恐怖主义组织内的合作，欧洲刑警组织的反恐怖特别工作组已经重新建立。,欧洲的安全服务部门在反恐怖主义组织中紧密合作，欧洲刑警组织的反恐怖主义特别小组也已重新建立起来。,1
12279,边境和运输安全问题的高级别小组在工作和成员国的警察首长之间的联系正在加强。,一个高层的边境与交通安全组织正在工作，成员国警察局长间的联系也正在加强。,1
12280,但大范围的共享并不总是需要时或适当。,但是，大范围的共享并不总是必要或适当的。,1
12281,成员国还需要从智能正在进行的案件工作中得到，不通知的政策，至少不是直接的，而是为了破坏和瓦解网络和防止攻击。,成员国还需要从正在进行的案件工作中得到的情报，不用给政策的制定提供信息，至少不用直接提供，但是要破坏和解除恐怖主义网络，防止恐怖主义袭击。,1
12282,这个信息是在许多方面更敏感，服务分享上的“需要知道”的基础上，而不是用于促进合作的目的。,"这些情报在许多方面都更加敏感，各部门应在""了解""的基础上共享，而不是为了促进合作。",1
12283,我看情报的另一个作用：通知政治行动。,我还发现情报的另一个作用：为政治行动提供信息。,1
12284,情报部门可以教育公众，解释了异化的根源在于巩固恐怖主义，激进和招募是如何发生的，并强调恐怖分子的目标，方法和定位策略。,情报服务部门可以教育公众，说明恐怖主义下的异化产生的根源，以及激进手段和招募新人的情况，强调恐怖分子的目的、方法和寻找靶子的策略。,1
12285,我们只有了解这些才能制定出适当的具体政策。,我们只有了解了这些才能制定出恰当的、具体的政策。,1
12286,为此，我们需要智慧的良好的战略评估。,为此，我们需要对情报进行良好的战略评估。,1
12287,欧盟的成员结构，以提供这一点，在他们的支持和投入，我们在全欧洲范围的建筑结构，把这个信息给欧盟决策者。,欧盟的成员国国内都有这方面的机制，通过他们的支持和投入，我们正在建设一个全欧洲范围的机制，把这些情报呈现给欧盟的政策制定者们。,1
12288,欧洲刑警组织掌握着从警察工作得来的材料类似的功能，我们正在努力，以确保这两个工作之间的协同作用。,欧盟刑警组织掌握着从警察工作中得来的材料，而我们就要努力确保这两方面的努力得以协调。,1
12289,这是一个不同的智力水平，更多的分析，密切的合作会显著价值。,这是不同层次的情报，更加具有分析性，同时密切的合作会带来更多有价值的东西。,1
12290,在马德里爆炸案发生后，欧盟集中精力打击恐怖主义的内部方面。,马德里爆炸事件之后，欧盟集中精力抗击国内的恐怖主义。,1
12291,但是，这并不意味着该联盟已经变得内向。,但这并不表示欧盟变得只扫自家门前雪。,1
12292,相反，欧盟认为在打击恐怖主义方面的国际合作为根本。,相反，欧盟认为国际合作是抗击恐怖主义的基础。,1
12293,一般情况下，反恐是我们国际议程上非常高，日渐融入到欧盟与其他国家的政治对话。,总的来说，反恐怖主义在我们国际事务中的当务之急，而且日渐融入到欧盟与其他国家的政治对话中。,1
12294,我们更有针对性了外部援助和能力建设项目，我们已经准备好使用我们的贸易和经济实力，在必要的时候，由双边条约中要求制定反恐怖主义条款。,我们正在把国外援助和职能建设计划用在更加适当的地方，并准备好在必要的时候运用我们的贸易和经济力量，在双边协议中要求制定反恐怖主义条款。,1
12295,同时也出现了在欧盟和美国之间的跨大西洋合作了翻天覆地的变化。,欧盟和美国之间的跨大西洋合作也发生了巨变。,1
12296,事迹大声说话比的话，并在跨大西洋层面的事迹已经迅速和果断的 - 例如，旨在断绝恐怖主义融资领域的共同努力 - 即使我们不得不在伊拉克问题上存在巨大的分歧。,事实胜于雄辩，而欧美之间在这方面发生了迅速和有决定性的事件--例如旨在断绝恐怖分子资金来源的联合努力--尽管我们在伊拉克事件上存在巨大的分歧。,1
12297,不过，我不会因此而自满。,然而，我仍不自满。,1
12298,为了促进欧盟的反恐政策制定的极其复杂的任务，我们现在有一项行动计划，由欧洲理事会，明确规定谁做什么，以及何时批准。,为了促进欧盟制定反恐怖主义政策这项极端复杂的任务，我们现在有了一份行动纲领，已得到欧盟理事会的批准，其中清楚地规定了各自的职责，以及时限。,1
12299,这也将有助于各国议会了解欧盟的目标，促进他们的立法规划。,这份纲领还将帮助各国的国会理解欧盟的目标，促进他们计划立法的步伐。,1
12300,我最近任命了一名反恐怖主义协调员帮助我在行动计划上通过如下。,我最近任命了一名反恐怖主义协调员帮助我监督这项行动纲领的实施。,1
12301,我们也有在司法和内政领域有相当数量的新的工具。,在司法和内务方面，我们还有大量新的办法。,1
12302,根据欧洲逮捕令已经产生了具体成果，我们正在努力在欧盟内部“司法决定的自由流动”，通过司法判决运动 - 比如嫌犯的逮捕和移交，没收和冻结资产 - 将是互利认可。,"欧洲逮捕委任状已经产生了具体的结果，我们从而越来越接近欧盟内部""司法决定的自由流动""，通过这种方式，司法决定--如嫌犯的逮捕和引渡、��产的没收和冻结--将得到相互承认。",1
12303,此外，欧洲边境管理局将在2005年开始运作。,另外，欧洲边境局将于2005年开始工作。,1
12304,按照要求欧洲理事会，我发展，在与欧盟委员会合作，一项战略，以断绝恐怖分子财源。,应欧洲理事会的要求，我正在与欧盟执行委员会合作制定断绝恐怖分子财源的战略。,1
12305,这是合作的谎言，真正的考验，我们的成功将取决于能否在适当的互动和相关服务以及金融和银行界之间的智力流动。,这个领域是对合作的真正考验，因为我们的成功将取决于能否在相关部门和金融、银行界之间取得适当的互动和情报流动。,1
12306,我坚信，单靠军事行动不能击败恐怖主义。,我坚信，单靠军事行动不能击败恐怖主义。,1
12307,司法，警察和情报合作应该是行动的焦点。,司法、警方、情报部门之间的合作应该是行动的焦点。,1
12308,这并不意味着我们不工作的欧洲安全与防务政策（ESDP）如何能够提供有意义的贡献。但是ESDP不是我们努力的核心。,这不是说我们不管欧洲安全与防务政策（ESDP）能否做出有意义的贡献，而是说ESDP不是我们努力的核心。,1
12309,除了安全和情报工作，我们还必须努力拒绝“氧气”恐怖分子。这意味着解决这一恐怖组织有助于支持和补充的因素。,"除了安全和情报方面的努力外，我们还必须努力断绝恐怖分子的""氧气""，也就是说要处理给恐怖主义集团提供支持和新人的因素。",1
12310,地区冲突导致愤怒和不满。,地区的冲突会导致愤怒和排斥情绪。,1
12311,未解决阿以问题导致激进主义和极端主义的兴起。,阿拉伯和以色列的问题悬而不决也会引起激进主义和极端主义的抬头。,1
12312,这里完全是为了恐怖主义宣传太多的燃料。,对于恐怖主义宣传来说，燃料太多了。,1
12313,欧盟将坚定地打击恐怖主义。但它也必须对恐怖主义的根源强硬。,欧盟将坚定地打击恐怖主义，但是也必须坚定地遏制恐怖主义的源头。,1
12314,这不是两场战争，而是一场。,这不是两场战争，而是一场。,1
12315,阿根廷的主权奴役,阿根廷的主权债券困局,1
12316,华盛顿 - 主权债务一直在新闻后面最近，因为这个时候的美国最高法院判决关于阿根廷的债务。,发自华盛顿特区——主权债务最近又占据了新闻头条，而这次是因为美国最高法院关于阿根廷债务问题的一项判决。,1
12317,作为统治的结果，一个复杂的问题可能变得更加如此。,在此判决之后，这件本已凌乱的事件将变得更为复杂。,1
12318,主权债务一直是几个世纪以来，国际金融体系的一大特色。,在几个世纪以来，主权债务一直是国际金融体系统的重要特征。,1
12319,国王队借来的，往往在国际上，以金融战争和其他支出。,国王们经常向别国借债以支付战争以其他各项支出。,1
12320,当他们无力偿还，因为有时发生，主权违约。,但有时候当他们无法还债的时候，就会出现主权违约。,1
12321,如今，主权更多是民选政府，但他们仍然借用。,如今，主权国家往往都由民选政府执掌，但它们依然会去借债。,1
12322,他们还偶尔发现自己的情况，即他们的债务变得不可持续，他们需要外界的帮助，以继续满足其偿债义务。,同时也不时发现自己处于无力继续用新债补旧债的状况之下，只得向外界求援以继续承担自身的偿付责任。,1
12323,当民营企业（或地方政府）破产，通常有法定破产程序，以确定该怎么做。,当私人企业（或者地区政府）无力偿债之时，一般都会进入法律破产程序去决定如此行动。,1
12324,如果没有这样的程序，市场经济就无法运作。,没有了这些程序，市场经济就无法运作。,1
12325,在某种程度上，这是因为债权人原本停在麻烦的第一个迹象扩大信贷和需求还款。,在某种程度上，这是因为债权人会在问题稍露端倪时就转而停止继续信贷并要求偿还。,1
12326,这是因为在第一次债权人支付将获得全额欠他们的，少留供以后的债权人 - 并因此创造了所有债权人急于甚至之前偿债已成为不可能退出的激励。,这是因为第一个要求偿还的债权人往往能收回全款，而其他人只能部分收回——这也因此产生了一向激励因素，令所有债权人都一窝蜂地要求还债，即便借债人还没失去偿还能力。,1
12327,此外，在许多情况下，作为一个持续经营的困扰实体的资产的价值大于它是，如果资产单独出售。,此外，在许多情况下，如果能够继续经营下去，受影响实体的资产价值将比分割出售后更高。,1
12328,在这种情况下，所有债权人将与债务减记比溶解更好。,在这类情况下，最符合全体债权人利益的是减少债务而非整体崩盘。,1
12329,因此，破产法通过阻止的结果，将不必要的伤害所有的人都可以保护每个其他债权人。,因此破产法通过防止出现导致所有人受到非必要损害的方式来防止各债权人互相迫害。,1
12330,在主权债务的情况下，然而，是允许破产没有约束力的国际法。,但在主权债务问题上，并不存在可以批准破产的约束性国际法律。,1
12331,虽然一些常规的做法，已成为国际资本市场上有所增长，但仍专案。,虽然某些常规做法随着国际资本市场的成长而出现，但依然是临时性的。,1
12332,鉴于不确定性有关，并主权债务人可以简单地通过印钞票偿还国内外汇债务，债权人通常要求显著较高的利率，如果债券没有根据法律规定和在先进国家的货币发行 - 通常美国或英国。,考虑到包含于其中的不确定性，以及主权借债人可以通过印钞来偿还用本国货币发行的债务，债权人一般都会要求那些不在法律下发行且不以发达国家（通常为美国或英国）货币发行的债券支付特别高的利息。,1
12333,当一个主权决定，它的外债是不可持续的，政府及其债权人不得不在它们之间进行谈判做什么。,当一个主权国家认定自身的外债已经无法维持，政府和其债权人都必须坐下来商讨应该任何行事。,1
12334,对于其他主权国家持有的主权债券，债权国组成的巴黎俱乐部已经制定了处理债务的程序。,对于那些由其他主权国家持有的主权债务，由债权国组建的巴黎俱乐部已经制定出相关程序去处理这类债务。,1
12335,但是，当私人债权人持有的主权债务，组织他们创建了每集一个新的挑战。,而针对私人债权人所持有主权债务，如何将这些债权人组织起来就引发了一环接一环的挑战。,1
12336,当债务是不可持续的，有几个可能的谈判结果。,当债务无法偿还时，就存在好几种可能的谈判结果。,1
12337,有时候，偿债支付改期也许伸在一个较长时期，从而使债务国的时间来恢复其支付能力。,有时会重新规定偿还日期，或许还能延长到更长的年限，因此也能让债务国重新获得偿还能力。,1
12338,有时候，债权人同意换新，其中有一张较低的面值或更低的利息交换的旧债券。,有时债务国会同意用票面价值或者利率较低的新债来交换旧债。,1
12339,一些政府拒绝支付所有以任何形式。,很少政府会完全拒绝以任何形式来偿还借款。,1
12340,阿根廷在2001年拖欠债务。,阿根廷在2001年发生过债务违约。,1
12341,经过几年艰苦的岁月，该国成功地谈判与一个相当低面值债券的未偿还债券的交换。债权人的约93％接受了交流并获得新的债券面值，这是关于那个旧债券的四分之一。,在艰难维持了数年之后，该国得以谈妥用票面价值相当低的债权来置换无法偿付的债券。,1
12342,2005年以后，阿根廷保持着对新债券的还本付息。,在2005年后，阿根廷开始对新债券进行偿付。,1
12343,但一些债权人举行了，并在纽约起诉阿根廷（如债券根据纽约法律发行）。,但一些债权人不接受这种做法，并在纽约法庭控告阿根廷（因为这些债权都是依照纽约法律发行的）。,1
12344,阿根廷债券（像大多数人）有这样的承诺，政府对待所有债券持有人一样的所谓享有同等权益条款。,阿根廷债券（和其他大部分债券一样）都拥有一项所谓平等对待条款，承诺政府将平等对待所有债券持有人。,1
12345,该残余分子宣称，如果新债券全部被服务（因为他们是），平等待遇要求的残余分子应该得到全额欠他们（不仅包括利息，但本金也）。,反对者的诉求是，如果新债券都能（像曾经那样）得到全额偿付，同等的待遇也意味着反对者应该收回所有欠款（不仅包括利息，还有本金）。,1
12346,美国上诉第二巡回法院裁定，阿根廷注定要履行其义务，在相同的比例（即100％）作为外币债券的持有人的抵抗债券持有人。,美国第二巡回上诉法院判决阿根廷必须以与同意置换者同样的比例（也就是100%全额）承担对反对者的偿还责任。,1
12347,这是这一裁决，最高法院最近维持原判。,美国最高法院最近也维持这一判决。,1
12348,根据法院的命令，阿根廷可能无法支付新债券的持有人，除非它也支付不为所动，并没有美国的金融机构可以作为中介进行支付的阿根廷。,在法院判决之下，阿根廷只能在偿付了反对者的同时才能向新债券的持有者进行偿付，同时也没有美国金融机构能作为为阿根廷进行支付的中间人。,1
12349,其结果是，阿根廷必须支付的残余分子全部或违约的新债券。,因此阿根廷要么全额偿还反对者，要么就只能宣布新债券违约。,1
12350,无论目前的僵局如何解决，裁决提出了发行人及主权债务持有人的许多问题。,无论当前的困境最终如何解决，该判决都为主权债券的发行者和持有者提出了许多问题。,1
12351,如果债权人现在相信，伸出使得它更有可能的是，他们将在以后的日子得到充分的价值，重组主权债务和恢复债务人经济的正常运作将更加困难。,如果持有者如今认定反对置换能令自己更可能在延长时间的情况下全额收回债务，那么就更加难以对主权债务进行重组并令债务国经济重回正轨。,1
12352,由于阿根廷危机，大多数新债券已发出集体行动条款（CAC）提供，其下债券持有人被迫接受重组，如果指定的共享（通常约为70％）同意。,在阿根廷危机之后，大多数新债务都在集体行动条款下发行，只要特定比例（一般约70%）的持有者同意债务重整，则所有持有者都要同意。,1
12353,随着时间的推移，也有不包含集体行动条款越来越少的未偿还债券。,随着时间流逝，不包含集体行动条款的未偿付债券将越来越少。,1
12354,但集体行动条款可能无法完全解决问题，因为一票将需要为每个单独债券发行，以及抵抗位置可以买了一个小问题的阻塞率来实现。,但该条款并不能解决所有问题，因为每一份债券都包含一个投票权，如果要反对重整，只要收购足够比例的分额就行了。,1
12355,这也有可能是语言将在替换享有同等权益条款，但提供了足够的保证，债券持有人让市场功能多，因为它没有，直到当前的统治未来的债券发行被发现。,也有可能在未来的债券发行中会有特定语句去取代平等对待条款，但也能为债券持有者提供足够的保障来让市场得以像当前判决之前那样运行。,1
12356,直到欧元危机，人们普遍认为，维护主权债务问题只发生在新兴市场国家和最不发达国家。,在欧元危机之前，人们相信与主权债务有关的问题只会出现在新兴市场国家或者最不发达国家身上。,1
12357,美国最高法院对阿根廷的决定增加了一个新的皱纹，并很可能进一步增加附持有主权债务的风险 - 这在发出它的成本。,美国最高法院的阿根廷案决议却增添了一道伤痕，并将进一步增加与持有主权债务相关的风险——以及发行这类债券的成本。,1
12358,未来的家庭,未来的家庭,1
12359,华盛顿 - 这是毕业季节在许多国家，当光明和幸运的年轻人类穿上他们的帽子和长袍，领取毕业证书，并从他们的长辈听到这样的建议的时间。,华盛顿特区——现在正是很多国家的毕业季，聪明而幸运的年轻人身穿学士袍头戴学士帽领取毕业证，并听取长辈的建议。,1
12360,有些毕业典礼演讲着眼于毕业生的成就;人强调，今后的职业生涯相关的挑战。,有些典礼发言者重点褒奖毕业生的成就;还有些重点强调今后的职业挑战。,1
12361,但有成功和幸福，它是在学术成果的这些花环庆祝活动经常被忽视的另一个重要方面：家庭。,但人人往往在头戴花环庆贺学业成就时忽略了家庭——幸福和成功的另一个重要方面。,1
12362,事实上，这些仪式是对毕业生的家庭 - 也就是那些谁爱和支持他们，不管他们的生物学联系的 - 多，因为他们都是本科毕业生自己。,其实，上述庆典仪式既关乎毕业生又关乎毕业生的家庭——也就是那些深爱和支持他们的家人，不管他们之间是否真的拥有血缘关系。,1
12363,无论每个家庭的经验，结果是孩子的教育达到其中许多人只能梦想的水平。,无论每个家庭经历了什么，结果是他们的孩子达到了只能存在于很多人梦想中的教育程度。,1
12364,除了注意和欣赏，珍惜他们的家人为他们所做的，毕业生必须考虑这样的家庭，他们希望培养。,除了关注并感谢家人对他们的培养，毕业生还必须思考他们想建立什么样的家庭。,1
12365,在这里，他们别无选择，只能反映对性别角色和关系。,因此他们别无选择，必须思考两性的角色和关系。,1
12366,鉴于男性和女性完全不同的期望和经验 - 这取决于，当然，不同的文化背景 - 的问题，他们必须问自己有很大的不同。,鉴于不同文化对男性和女性截然不同的期望和体验，他们要问的问题也有很大不同。,1
12367,如何平衡工作和家庭，通常造成年轻女性的问题，实际上是年轻人的一个关键考虑为好。,年轻女性往往面对平衡工作和家庭关系的问题其实也是年轻男性需要考虑的因素。,1
12368,为“供应商”传统的男性角色往往导致工作优先于家庭花费的时间。,传统男性“养家糊口”的角色往往导致工作比和家人待在一起重要。,1
12369,事实上，在反映他们的童年，很多毕业生可慨叹他们的父亲在家呆的时间太少了，还是不太包养比他们本来可以。,事实上，回首童年，很多毕业生或许会抱怨父亲待在家里的时间太少，而他们本来可以给予家庭更多的关注。,1
12370,男人必须决定如何发展自己的个性的关怀方面，除了有竞争力的一面，使他们能够推进自己的职业生涯。,除发展个性中勇于竞争的一面，从而在事业上稳步发展之外，男性必须决定如何发掘自己个性中的关爱因素。,1
12371,他们的目的必须是爱和给予充分，不仅作为父亲，也作为儿子，丈夫，兄弟，叔伯，甚至朋友。,他们必须学会全身心地关爱和付出，扮演好父亲、儿子、丈夫、兄弟、叔叔甚至是朋友的角色。,1
12372,因此，并计划 - 为此，他们应该问自己的父亲，他们希望他们做不同的祖父。,为此他们应当询问自己的父亲和祖父他们希望当时做出哪些改变——并且据此制定计划。,1
12373,与其等待到出现的挑战，青年人应该现在开始建立自己的优先级。,与其坐等挑战出现，年轻人应当现在就开始确定自己的优先事项。,1
12374,他们怎么能保证他们与未来的合作伙伴关系是平等的吗？,他们怎样确保与未来的伴侣建立平等关系？,1
